datetime,wind_power,wind_speed,solar_power,solar_irradiation,temperature
2015-05-01 08:45:00+00,5.4088625,8.8375,0.424588772,0.288375231,17.4375
2015-05-01 09:00:00+00,4.7184475,8.7125,0.385771165,0.246125197,17.2125
2015-05-01 09:15:00+00,4.167285,8.5125,0.342571851,0.206250165,17.11875
2015-05-01 09:30:00+00,3.755375,8.2375,0.294990831,0.168750135,17.15625
2015-05-01 09:45:00+00,3.343465,7.9625,0.247409811,0.131250105,17.19375
2015-05-01 10:00:00+00,2.931555,7.6875,0.199828791,0.093750075,17.23125
2015-05-01 10:15:00+00,2.5373025,7.41875,0.154033496,0.065625053,17.325
2015-05-01 10:30:00+00,2.1607075,7.15625,0.110023926,0.046875037,17.475
2015-05-01 10:45:00+00,1.7841125,6.89375,0.066014355,0.028125022,17.625
2015-05-01 11:00:00+00,1.4075175,6.63125,0.022004785,0.009375007,17.775
2015-05-01 11:15:00+00,1.292585,6.325,0,0,17.825
2015-05-01 11:30:00+00,1.439315,5.975,0,0,17.775
2015-05-01 11:45:00+00,1.586045,5.625,0,0,17.725
2015-05-01 12:00:00+00,1.732775,5.275,0,0,17.675
2015-05-01 12:15:00+00,1.980265,5.0875,0,0,17.63125
2015-05-01 12:30:00+00,2.328515,5.0625,0,0,17.59375
2015-05-01 12:45:00+00,2.676765,5.0375,0,0,17.55625
2015-05-01 13:00:00+00,3.025015,5.0125,0,0,17.51875
2015-05-01 13:15:00+00,3.3023,5.075,0,0,17.475
2015-05-01 13:30:00+00,3.50862,5.225,0,0,17.425
2015-05-01 13:45:00+00,3.71494,5.375,0,0,17.375
2015-05-01 14:00:00+00,3.92126,5.525,0,0,17.325
2015-05-01 14:15:00+00,4.1283,5.625,0,0,17.275
2015-05-01 14:30:00+00,4.33606,5.675,0,0,17.225
2015-05-01 14:45:00+00,4.54382,5.725,0,0,17.175
2015-05-01 15:00:00+00,4.75158,5.775,0,0,17.125
2015-05-01 15:15:00+00,4.9985825,5.825,0,0,17.05625
2015-05-01 15:30:00+00,5.2848275,5.875,0,0,16.96875
2015-05-01 15:45:00+00,5.5710725,5.925,0,0,16.88125
2015-05-01 16:00:00+00,5.8573175,5.975,0,0,16.79375
2015-05-01 16:15:00+00,6.04229,6.0625,0,0,16.6875
2015-05-01 16:30:00+00,6.12599,6.1875,0,0,16.5625
2015-05-01 16:45:00+00,6.20969,6.3125,0,0,16.4375
2015-05-01 17:00:00+00,6.29339,6.4375,0,0,16.3125
2015-05-01 17:15:00+00,6.07797,6.5625,0,0,16.2
2015-05-01 17:30:00+00,5.56343,6.6875,0,0,16.1
2015-05-01 17:45:00+00,5.04889,6.8125,0,0,16
2015-05-01 18:00:00+00,4.53435,6.9375,0,0,15.9
2015-05-01 18:15:00+00,4.0110375,6.95,0,0,15.8125
2015-05-01 18:30:00+00,3.4789525,6.85,0,0,15.7375
2015-05-01 18:45:00+00,2.9468675,6.75,0,0,15.6625
2015-05-01 19:00:00+00,2.4147825,6.65,0,0,15.5875
2015-05-01 19:15:00+00,2.01862,6.425,0,0,15.51875
2015-05-01 19:30:00+00,1.75838,6.075,0,0,15.45625
2015-05-01 19:45:00+00,1.49814,5.725,0,0,15.39375
2015-05-01 20:00:00+00,1.2379,5.375,0,0,15.33125
2015-05-01 20:15:00+00,1.142395,5.06875,0,0,15.2875
2015-05-01 20:30:00+00,1.211625,4.80625,0,0,15.2625
2015-05-01 20:45:00+00,1.280855,4.54375,0,0,15.2375
2015-05-01 21:00:00+00,1.350085,4.28125,0,0,15.2125
2015-05-01 21:15:00+00,1.6405025,4.1625,0.02058109,0.009875008,15.2375
2015-05-01 21:30:00+00,2.1521075,4.1875,0.061743269,0.029625024,15.3125
2015-05-01 21:45:00+00,2.6637125,4.2125,0.102905449,0.049375039,15.3875
2015-05-01 22:00:00+00,3.1753175,4.2375,0.144067628,0.069125055,15.4625
2015-05-01 22:15:00+00,3.7918475,4.36875,0.244862675,0.10062508,15.6
2015-05-01 22:30:00+00,4.5133025,4.60625,0.405290589,0.143875115,15.8
2015-05-01 22:45:00+00,5.2347575,4.84375,0.565718502,0.18712515,16
2015-05-01 23:00:00+00,5.9562125,5.08125,0.726146416,0.230375185,16.2
2015-05-01 23:15:00+00,6.378505,5.375,0.905375441,0.27487522,16.425
2015-05-01 23:30:00+00,6.501635,5.725,1.103405578,0.320625257,16.675
2015-05-01 23:45:00+00,6.624765,6.075,1.301435714,0.366375293,16.925
2015-05-02 00:00:00+00,6.747895,6.425,1.499465851,0.41212533,17.175
2015-05-02 00:15:00+00,6.533935,6.7,1.734602574,0.451250361,17.44375
2015-05-02 00:30:00+00,5.982885,6.9,2.006845885,0.483750387,17.73125
2015-05-02 00:45:00+00,5.431835,7.1,2.279089196,0.516250413,18.01875
2015-05-02 01:00:00+00,4.880785,7.3,2.551332507,0.548750439,18.30625
2015-05-02 01:15:00+00,4.50196,7.375,2.789836679,0.57537546,18.60625
2015-05-02 01:30:00+00,4.29536,7.325,2.994601714,0.596125477,18.91875
2015-05-02 01:45:00+00,4.08876,7.275,3.199366748,0.616875493,19.23125
2015-05-02 02:00:00+00,3.88216,7.225,3.404131783,0.63762551,19.54375
2015-05-02 02:15:00+00,3.646495,7.1875,3.33481319,0.653250522,19.79375
2015-05-02 02:30:00+00,3.381765,7.1625,2.99141097,0.663750531,19.98125
2015-05-02 02:45:00+00,3.117035,7.1375,2.648008749,0.674250539,20.16875
2015-05-02 03:00:00+00,2.852305,7.1125,2.304606529,0.684750548,20.35625
2015-05-02 03:15:00+00,2.4811825,7.08125,2.149996947,0.695250556,20.4875
2015-05-02 03:30:00+00,2.0036675,7.04375,2.184180002,0.705750565,20.5625
2015-05-02 03:45:00+00,1.5261525,7.00625,2.218363057,0.716250573,20.6375
2015-05-02 04:00:00+00,1.0486375,6.96875,2.252546112,0.726750582,20.7125
2015-05-02 04:15:00+00,0.724085,6.8125,2.260250732,0.730875585,20.78125
2015-05-02 04:30:00+00,0.552495,6.5375,2.241476917,0.728625583,20.84375
2015-05-02 04:45:00+00,0.380905,6.2625,2.222703101,0.726375581,20.90625
2015-05-02 05:00:00+00,0.209315,5.9875,2.203929286,0.724125579,20.96875
2015-05-02 05:15:00+00,0.1084425,5.6875,2.120843515,0.718250574,21.00625
2015-05-02 05:30:00+00,0.0782875,5.3625,1.973445791,0.708750567,21.01875
2015-05-02 05:45:00+00,0.0481325,5.0375,1.826048066,0.699250559,21.03125
2015-05-02 06:00:00+00,0.0179775,4.7125,1.67865034,0.689750552,21.04375
2015-05-02 06:15:00+00,0.0025375,4.46875,1.531238249,0.673750539,21.0125
2015-05-02 06:30:00+00,0.0018125,4.30625,1.383811792,0.651250521,20.9375
2015-05-02 06:45:00+00,0.0010875,4.14375,1.236385334,0.628750503,20.8625
2015-05-02 07:00:00+00,0.0003625,3.98125,1.088958877,0.606250485,20.7875
2015-05-02 07:15:00+00,0.004115,3.875,0.993956302,0.573125458,20.69375
2015-05-02 07:30:00+00,0.012345,3.825,0.95137761,0.529375423,20.58125
2015-05-02 07:45:00+00,0.020575,3.775,0.908798919,0.485625388,20.46875
2015-05-02 08:00:00+00,0.028805,3.725,0.866220227,0.441875353,20.35625
2015-05-02 08:15:00+00,0.0291675,3.7125,0.83072266,0.395875317,20.25
2015-05-02 08:30:00+00,0.0216625,3.7375,0.802306217,0.347625278,20.15
2015-05-02 08:45:00+00,0.0141575,3.7625,0.773889775,0.29937524,20.05
2015-05-02 09:00:00+00,0.0066525,3.7875,0.745473332,0.251125201,19.95
2015-05-02 09:15:00+00,0.0025375,3.74375,0.657566249,0.206250165,19.8375
2015-05-02 09:30:00+00,0.0018125,3.63125,0.510168523,0.164750132,19.7125
2015-05-02 09:45:00+00,0.0010875,3.51875,0.362770799,0.123250099,19.5875
2015-05-02 10:00:00+00,0.0003625,3.40625,0.215373074,0.081750066,19.4625
2015-05-02 10:15:00+00,0,3.2125,0.123964935,0.053375043,19.325
2015-05-02 10:30:00+00,0,2.9375,0.088546382,0.038125031,19.175
2015-05-02 10:45:00+00,0,2.6625,0.053127829,0.022875018,19.025
2015-05-02 11:00:00+00,0,2.3875,0.017709276,0.007625006,18.875
2015-05-02 11:15:00+00,0,2.18125,0,0,18.725
2015-05-02 11:30:00+00,0,2.04375,0,0,18.575
2015-05-02 11:45:00+00,0,1.90625,0,0,18.425
2015-05-02 12:00:00+00,0,1.76875,0,0,18.275
2015-05-02 12:15:00+00,0,1.71875,0,0,18.13125
2015-05-02 12:30:00+00,0,1.75625,0,0,17.99375
2015-05-02 12:45:00+00,0,1.79375,0,0,17.85625
2015-05-02 13:00:00+00,0,1.83125,0,0,17.71875
2015-05-02 13:15:00+00,0,1.8375,0,0,17.58125
2015-05-02 13:30:00+00,0,1.8125,0,0,17.44375
2015-05-02 13:45:00+00,0,1.7875,0,0,17.30625
2015-05-02 14:00:00+00,0,1.7625,0,0,17.16875
2015-05-02 14:15:00+00,0,1.75,0,0,17.03125
2015-05-02 14:30:00+00,0,1.75,0,0,16.89375
2015-05-02 14:45:00+00,0,1.75,0,0,16.75625
2015-05-02 15:00:00+00,0,1.75,0,0,16.61875
2015-05-02 15:15:00+00,0,1.8,0,0,16.49375
2015-05-02 15:30:00+00,0,1.9,0,0,16.38125
2015-05-02 15:45:00+00,0,2,0,0,16.26875
2015-05-02 16:00:00+00,0,2.1,0,0,16.15625
2015-05-02 16:15:00+00,0.0060725,2.18125,0,0,16.05625
2015-05-02 16:30:00+00,0.0182175,2.24375,0,0,15.96875
2015-05-02 16:45:00+00,0.0303625,2.30625,0,0,15.88125
2015-05-02 17:00:00+00,0.0425075,2.36875,0,0,15.79375
2015-05-02 17:15:00+00,0.0562175,2.45,0,0,15.71875
2015-05-02 17:30:00+00,0.0714925,2.55,0,0,15.65625
2015-05-02 17:45:00+00,0.0867675,2.65,0,0,15.59375
2015-05-02 18:00:00+00,0.1020425,2.75,0,0,15.53125
2015-05-02 18:15:00+00,0.0963375,2.825,0,0,15.475
2015-05-02 18:30:00+00,0.0696525,2.875,0,0,15.425
2015-05-02 18:45:00+00,0.0429675,2.925,0,0,15.375
2015-05-02 19:00:00+00,0.0162825,2.975,0,0,15.325
2015-05-02 19:15:00+00,0.0025725,2.9625,0,0,15.275
2015-05-02 19:30:00+00,0.0018375,2.8875,0,0,15.225
2015-05-02 19:45:00+00,0.0011025,2.8125,0,0,15.175
2015-05-02 20:00:00+00,0.0003675,2.7375,0,0,15.125
2015-05-02 20:15:00+00,0,2.64375,0,0,15.0875
2015-05-02 20:30:00+00,0,2.53125,0,0,15.0625
2015-05-02 20:45:00+00,0,2.41875,0,0,15.0375
2015-05-02 21:00:00+00,0,2.30625,0,0,15.0125
2015-05-02 21:15:00+00,0,2.1875,0.023687073,0.011625009,15.03125
2015-05-02 21:30:00+00,0,2.0625,0.071061219,0.034875028,15.09375
2015-05-02 21:45:00+00,0,1.9375,0.118435365,0.058125046,15.15625
2015-05-02 22:00:00+00,0,1.8125,0.165809511,0.081375065,15.21875
2015-05-02 22:15:00+00,0,1.675,0.260304957,0.116000093,15.3375
2015-05-02 22:30:00+00,0,1.525,0.401921703,0.16200013,15.5125
2015-05-02 22:45:00+00,0,1.375,0.543538449,0.208000167,15.6875
2015-05-02 23:00:00+00,0,1.225,0.685155195,0.254000204,15.8625
2015-05-02 23:15:00+00,0,1.125,0.851036537,0.303000243,16.075
2015-05-02 23:30:00+00,0,1.075,1.041182476,0.355000284,16.325
2015-05-02 23:45:00+00,0,1.025,1.231328414,0.407000326,16.575
2015-05-03 00:00:00+00,0,0.975,1.421474353,0.459000367,16.825
2015-05-03 00:15:00+00,0,0.94375,1.707957491,0.51300041,17.11875
2015-05-03 00:30:00+00,0,0.93125,2.090777828,0.569000455,17.45625
2015-05-03 00:45:00+00,0,0.91875,2.473598165,0.6250005,17.79375
2015-05-03 01:00:00+00,0,0.90625,2.856418501,0.681000545,18.13125
2015-05-03 01:15:00+00,0,0.9375,3.18035158,0.734875588,18.5
2015-05-03 01:30:00+00,0,1.0125,3.445397399,0.786625629,18.9
2015-05-03 01:45:00+00,0,1.0875,3.710443219,0.838375671,19.3
2015-05-03 02:00:00+00,0,1.1625,3.975489038,0.890125712,19.7
2015-05-03 02:15:00+00,0,1.26875,3.93116772,0.865750693,20.0375
2015-05-03 02:30:00+00,0,1.40625,3.577479265,0.765250612,20.3125
2015-05-03 02:45:00+00,0,1.54375,3.22379081,0.664750532,20.5875
2015-05-03 03:00:00+00,0,1.68125,2.870102355,0.564250451,20.8625
2015-05-03 03:15:00+00,0.00598,1.78125,2.697471748,0.527000421,21.0625
2015-05-03 03:30:00+00,0.01794,1.84375,2.70589899,0.553000442,21.1875
2015-05-03 03:45:00+00,0.0299,1.90625,2.714326233,0.579000463,21.3125
2015-05-03 04:00:00+00,0.04186,1.96875,2.722753475,0.605000484,21.4375
2015-05-03 04:15:00+00,0.06092,2.01875,2.607728658,0.607375485,21.525
2015-05-03 04:30:00+00,0.08708,2.05625,2.369251781,0.586125469,21.575
2015-05-03 04:45:00+00,0.11324,2.09375,2.130774904,0.564875451,21.625
2015-05-03 05:00:00+00,0.1394,2.13125,1.892298027,0.543625435,21.675
2015-05-03 05:15:00+00,0.1375175,2.1875,1.73752898,0.523250418,21.68125
2015-05-03 05:30:00+00,0.1075925,2.2625,1.666467761,0.503750403,21.64375
2015-05-03 05:45:00+00,0.0776675,2.3375,1.595406542,0.484250387,21.60625
2015-05-03 06:00:00+00,0.0477425,2.4125,1.524345322,0.464750372,21.56875
2015-05-03 06:15:00+00,0.0286825,2.38125,1.463678085,0.445875357,21.5125
2015-05-03 06:30:00+00,0.0204875,2.24375,1.41340483,0.427625342,21.4375
2015-05-03 06:45:00+00,0.0122925,2.10625,1.363131575,0.409375328,21.3625
2015-05-03 07:00:00+00,0.0040975,1.96875,1.31285832,0.391125313,21.2875
2015-05-03 07:15:00+00,0,1.80625,1.290241532,0.370500297,21.21875
2015-05-03 07:30:00+00,0,1.61875,1.295281213,0.347500278,21.15625
2015-05-03 07:45:00+00,0,1.43125,1.300320893,0.32450026,21.09375
2015-05-03 08:00:00+00,0,1.24375,1.305360574,0.301500241,21.03125
2015-05-03 08:15:00+00,0,1.14375,1.221855309,0.272375218,20.95625
2015-05-03 08:30:00+00,0,1.13125,1.049805099,0.23712519,20.86875
2015-05-03 08:45:00+00,0,1.11875,0.877754889,0.201875161,20.78125
2015-05-03 09:00:00+00,0,1.10625,0.705704679,0.166625133,20.69375
2015-05-03 09:15:00+00,0,1.08125,0.568110483,0.137125109,20.575
2015-05-03 09:30:00+00,0,1.04375,0.464972301,0.11337509,20.425
2015-05-03 09:45:00+00,0,1.00625,0.361834119,0.089625071,20.275
2015-05-03 10:00:00+00,0,0.96875,0.258695937,0.065875053,20.125
2015-05-03 10:15:00+00,0,0.91875,0.18123599,0.047250038,19.96875
2015-05-03 10:30:00+00,0,0.85625,0.129454279,0.033750027,19.80625
2015-05-03 10:45:00+00,0,0.79375,0.077672567,0.020250016,19.64375
2015-05-03 11:00:00+00,0,0.73125,0.025890856,0.006750005,19.48125
2015-05-03 11:15:00+00,0,0.66875,0,0,19.3125
2015-05-03 11:30:00+00,0,0.60625,0,0,19.1375
2015-05-03 11:45:00+00,0,0.54375,0,0,18.9625
2015-05-03 12:00:00+00,0,0.48125,0,0,18.7875
2015-05-03 12:15:00+00,0,0.44375,0,0,18.60625
2015-05-03 12:30:00+00,0,0.43125,0,0,18.41875
2015-05-03 12:45:00+00,0,0.41875,0,0,18.23125
2015-05-03 13:00:00+00,0,0.40625,0,0,18.04375
2015-05-03 13:15:00+00,0,0.40625,0,0,17.8625
2015-05-03 13:30:00+00,0,0.41875,0,0,17.6875
2015-05-03 13:45:00+00,0,0.43125,0,0,17.5125
2015-05-03 14:00:00+00,0,0.44375,0,0,17.3375
2015-05-03 14:15:00+00,0,0.475,0,0,17.15625
2015-05-03 14:30:00+00,0,0.525,0,0,16.96875
2015-05-03 14:45:00+00,0,0.575,0,0,16.78125
2015-05-03 15:00:00+00,0,0.625,0,0,16.59375
2015-05-03 15:15:00+00,0,0.7,0,0,16.4125
2015-05-03 15:30:00+00,0,0.8,0,0,16.2375
2015-05-03 15:45:00+00,0,0.9,0,0,16.0625
2015-05-03 16:00:00+00,0,1,0,0,15.8875
2015-05-03 16:15:00+00,0,1.0875,0,0,15.71875
2015-05-03 16:30:00+00,0,1.1625,0,0,15.55625
2015-05-03 16:45:00+00,0,1.2375,0,0,15.39375
2015-05-03 17:00:00+00,0,1.3125,0,0,15.23125
2015-05-03 17:15:00+00,0,1.3625,0,0,15.08125
2015-05-03 17:30:00+00,0,1.3875,0,0,14.94375
2015-05-03 17:45:00+00,0,1.4125,0,0,14.80625
2015-05-03 18:00:00+00,0,1.4375,0,0,14.66875
2015-05-03 18:15:00+00,0,1.4625,0,0,14.55625
2015-05-03 18:30:00+00,0,1.4875,0,0,14.46875
2015-05-03 18:45:00+00,0,1.5125,0,0,14.38125
2015-05-03 19:00:00+00,0,1.5375,0,0,14.29375
2015-05-03 19:15:00+00,0,1.55,0,0,14.2125
2015-05-03 19:30:00+00,0,1.55,0,0,14.1375
2015-05-03 19:45:00+00,0,1.55,0,0,14.0625
2015-05-03 20:00:00+00,0,1.55,0,0,13.9875
2015-05-03 20:15:00+00,0,1.56875,0,0,13.925
2015-05-03 20:30:00+00,0,1.60625,0,0,13.875
2015-05-03 20:45:00+00,0,1.64375,0,0,13.825
2015-05-03 21:00:00+00,0,1.68125,0,0,13.775
2015-05-03 21:15:00+00,0,1.71875,0.021450248,0.011000009,13.7875
2015-05-03 21:30:00+00,0,1.75625,0.064350744,0.033000026,13.8625
2015-05-03 21:45:00+00,0,1.79375,0.107251239,0.055000044,13.9375
2015-05-03 22:00:00+00,0,1.83125,0.150151735,0.077000061,14.0125
2015-05-03 22:15:00+00,0,1.85,0.249370804,0.106250085,14.15625
2015-05-03 22:30:00+00,0,1.85,0.404908446,0.142750114,14.36875
2015-05-03 22:45:00+00,0,1.85,0.560446089,0.179250143,14.58125
2015-05-03 23:00:00+00,0,1.85,0.715983731,0.215750172,14.79375
2015-05-03 23:15:00+00,0.0193375,1.875,0.912012649,0.256625205,15.04375
2015-05-03 23:30:00+00,0.0580125,1.925,1.148532842,0.301875241,15.33125
2015-05-03 23:45:00+00,0.0966875,1.975,1.385053036,0.347125278,15.61875
2015-05-04 00:00:00+00,0.1353625,2.025,1.621573229,0.392375314,15.90625
2015-05-04 00:15:00+00,0.2371625,2.16875,1.848018372,0.448750359,16.2125
2015-05-04 00:30:00+00,0.4020875,2.40625,2.064388463,0.516250413,16.5375
2015-05-04 00:45:00+00,0.5670125,2.64375,2.280758554,0.583750467,16.8625
2015-05-04 01:00:00+00,0.7319375,2.88125,2.497128645,0.651250521,17.1875
2015-05-04 01:15:00+00,0.801685,3.125,2.685099534,0.714250571,17.50625
2015-05-04 01:30:00+00,0.776255,3.375,2.844671219,0.772750618,17.81875
2015-05-04 01:45:00+00,0.750825,3.625,3.004242904,0.831250665,18.13125
2015-05-04 02:00:00+00,0.725395,3.875,3.163814589,0.889750712,18.44375
2015-05-04 02:15:00+00,0.70009,3.9625,3.296745501,0.85062568,18.7375
2015-05-04 02:30:00+00,0.67491,3.8875,3.403035638,0.713875571,19.0125
2015-05-04 02:45:00+00,0.64973,3.8125,3.509325775,0.577125462,19.2875
2015-05-04 03:00:00+00,0.62455,3.7375,3.615615912,0.440375353,19.5625
2015-05-04 03:15:00+00,0.739625,3.64375,3.688179841,0.381875306,19.8125
2015-05-04 03:30:00+00,0.994955,3.53125,3.727017561,0.401625322,20.0375
2015-05-04 03:45:00+00,1.250285,3.41875,3.765855282,0.421375337,20.2625
2015-05-04 04:00:00+00,1.505615,3.30625,3.804693002,0.441125353,20.4875
2015-05-04 04:15:00+00,1.716515,3.3,3.807367998,0.463500371,20.6875
2015-05-04 04:30:00+00,1.882985,3.4,3.773880269,0.488500391,20.8625
2015-05-04 04:45:00+00,2.049455,3.5,3.74039254,0.513500411,21.0375
2015-05-04 05:00:00+00,2.215925,3.6,3.706904811,0.538500431,21.2125
2015-05-04 05:15:00+00,2.2677675,3.68125,3.640519807,0.544625436,21.35625
2015-05-04 05:30:00+00,2.2049825,3.74375,3.541237526,0.531875426,21.46875
2015-05-04 05:45:00+00,2.1421975,3.80625,3.441955246,0.519125415,21.58125
2015-05-04 06:00:00+00,2.0794125,3.86875,3.342672965,0.506375405,21.69375
2015-05-04 06:15:00+00,2.0481075,3.8625,3.212044964,0.470250376,21.775
2015-05-04 06:30:00+00,2.0482825,3.7875,3.050071242,0.410750329,21.825
2015-05-04 06:45:00+00,2.0484575,3.7125,2.888097519,0.351250281,21.875
2015-05-04 07:00:00+00,2.0486325,3.6375,2.726123797,0.291750234,21.925
2015-05-04 07:15:00+00,2.02817,3.5875,2.537585442,0.26225021,21.9375
2015-05-04 07:30:00+00,1.98707,3.5625,2.322482454,0.26275021,21.9125
2015-05-04 07:45:00+00,1.94597,3.5375,2.107379466,0.263250211,21.8875
2015-05-04 08:00:00+00,1.90487,3.5125,1.892276478,0.263750211,21.8625
2015-05-04 08:15:00+00,1.9372075,3.5125,1.664989473,0.246875197,21.79375
2015-05-04 08:30:00+00,2.0429825,3.5375,1.425518452,0.21262517,21.68125
2015-05-04 08:45:00+00,2.1487575,3.5625,1.186047431,0.178375143,21.56875
2015-05-04 09:00:00+00,2.2545325,3.5875,0.94657641,0.144125116,21.45625
2015-05-04 09:15:00+00,2.245165,3.6375,0.74692576,0.118500095,21.30625
2015-05-04 09:30:00+00,2.120655,3.7125,0.587095482,0.101500081,21.11875
2015-05-04 09:45:00+00,1.996145,3.7875,0.427265205,0.084500068,20.93125
2015-05-04 10:00:00+00,1.871635,3.8625,0.267434927,0.067500054,20.74375
2015-05-04 10:15:00+00,1.6415,3.88125,0.164079814,0.051750041,20.53125
2015-05-04 10:30:00+00,1.30574,3.84375,0.117199868,0.03725003,20.29375
2015-05-04 10:45:00+00,0.96998,3.80625,0.07031992,0.022750018,20.05625
2015-05-04 11:00:00+00,0.63422,3.76875,0.023439973,0.008250007,19.81875
2015-05-04 11:15:00+00,0.410305,3.65,0,0.000875001,19.6
2015-05-04 11:30:00+00,0.298235,3.45,0,0.000625001,19.4
2015-05-04 11:45:00+00,0.186165,3.25,0,0.000375,19.2
2015-05-04 12:00:00+00,0.074095,3.05,0,0.000125,19
2015-05-04 12:15:00+00,0.0158025,2.84375,0,0,18.81875
2015-05-04 12:30:00+00,0.0112875,2.63125,0,0,18.65625
2015-05-04 12:45:00+00,0.0067725,2.41875,0,0,18.49375
2015-05-04 13:00:00+00,0.0022575,2.20625,0,0,18.33125
2015-05-04 13:15:00+00,0,2.04375,0,0,18.1625
2015-05-04 13:30:00+00,0,1.93125,0,0,17.9875
2015-05-04 13:45:00+00,0,1.81875,0,0,17.8125
2015-05-04 14:00:00+00,0,1.70625,0,0,17.6375
2015-05-04 14:15:00+00,0,1.63125,0,0,17.4625
2015-05-04 14:30:00+00,0,1.59375,0,0,17.2875
2015-05-04 14:45:00+00,0,1.55625,0,0,17.1125
2015-05-04 15:00:00+00,0,1.51875,0,0,16.9375
2015-05-04 15:15:00+00,0,1.4875,0,0,16.78125
2015-05-04 15:30:00+00,0,1.4625,0,0,16.64375
2015-05-04 15:45:00+00,0,1.4375,0,0,16.50625
2015-05-04 16:00:00+00,0,1.4125,0,0,16.36875
2015-05-04 16:15:00+00,0,1.4,0,0,16.25
2015-05-04 16:30:00+00,0,1.4,0,0,16.15
2015-05-04 16:45:00+00,0,1.4,0,0,16.05
2015-05-04 17:00:00+00,0,1.4,0,0,15.95
2015-05-04 17:15:00+00,0,1.375,0,0,15.8625
2015-05-04 17:30:00+00,0,1.325,0,0,15.7875
2015-05-04 17:45:00+00,0,1.275,0,0,15.7125
2015-05-04 18:00:00+00,0,1.225,0,0,15.6375
2015-05-04 18:15:00+00,0,1.15625,0,0,15.56875
2015-05-04 18:30:00+00,0,1.06875,0,0,15.50625
2015-05-04 18:45:00+00,0,0.98125,0,0,15.44375
2015-05-04 19:00:00+00,0,0.89375,0,0,15.38125
2015-05-04 19:15:00+00,0,0.85,0,0,15.31875
2015-05-04 19:30:00+00,0,0.85,0,0,15.25625
2015-05-04 19:45:00+00,0,0.85,0,0,15.19375
2015-05-04 20:00:00+00,0,0.85,0,0,15.13125
2015-05-04 20:15:00+00,0,0.8625,0,0,15.0875
2015-05-04 20:30:00+00,0,0.8875,0,0,15.0625
2015-05-04 20:45:00+00,0,0.9125,0,0,15.0375
2015-05-04 21:00:00+00,0,0.9375,0,0,15.0125
2015-05-04 21:15:00+00,0,0.9375,0.021592474,0.003000002,15.04375
2015-05-04 21:30:00+00,0,0.9125,0.064777421,0.009000007,15.13125
2015-05-04 21:45:00+00,0,0.8875,0.107962369,0.015000012,15.21875
2015-05-04 22:00:00+00,0,0.8625,0.151147316,0.021000017,15.30625
2015-05-04 22:15:00+00,0,0.8375,0.265795738,0.032000025,15.475
2015-05-04 22:30:00+00,0,0.8125,0.451907633,0.048000038,15.725
2015-05-04 22:45:00+00,0,0.7875,0.638019529,0.064000051,15.975
2015-05-04 23:00:00+00,0,0.7625,0.824131424,0.080000064,16.225
2015-05-04 23:15:00+00,0,0.71875,1.058822794,0.098000078,16.51875
2015-05-04 23:30:00+00,0,0.65625,1.342093638,0.118000094,16.85625
2015-05-04 23:45:00+00,0,0.59375,1.625364483,0.13800011,17.19375
2015-05-05 00:00:00+00,0,0.53125,1.908635327,0.158000126,17.53125
2015-05-05 00:15:00+00,0,0.46875,2.19802763,0.184375147,17.88125
2015-05-05 00:30:00+00,0,0.40625,2.493541393,0.217125173,18.24375
2015-05-05 00:45:00+00,0,0.34375,2.789055155,0.2498752,18.60625
2015-05-05 01:00:00+00,0,0.28125,3.084568918,0.282625226,18.96875
2015-05-05 01:15:00+00,0,0.2375,3.340018082,0.320625256,19.33125
2015-05-05 01:30:00+00,0,0.2125,3.555402649,0.363875291,19.69375
2015-05-05 01:45:00+00,0,0.1875,3.770787215,0.407125326,20.05625
2015-05-05 02:00:00+00,0,0.1625,3.986171782,0.450375361,20.41875
2015-05-05 02:15:00+00,0,0.1625,3.860232924,0.458375367,20.7
2015-05-05 02:30:00+00,0,0.1875,3.392970643,0.431125345,20.9
2015-05-05 02:45:00+00,0,0.2125,2.925708362,0.403875323,21.1
2015-05-05 03:00:00+00,0,0.2375,2.458446081,0.376625301,21.3
2015-05-05 03:15:00+00,0,0.25625,2.225165477,0.346625277,21.41875
2015-05-05 03:30:00+00,0,0.26875,2.22586655,0.313875251,21.45625
2015-05-05 03:45:00+00,0,0.28125,2.226567623,0.281125225,21.49375
2015-05-05 04:00:00+00,0,0.29375,2.227268695,0.248375199,21.53125
2015-05-05 04:15:00+00,0,0.2875,2.209930068,0.242250194,21.55625
2015-05-05 04:30:00+00,0,0.2625,2.174551741,0.26275021,21.56875
2015-05-05 04:45:00+00,0,0.2375,2.139173414,0.283250227,21.58125
2015-05-05 05:00:00+00,0,0.2125,2.103795087,0.303750243,21.59375
2015-05-05 05:15:00+00,0,0.19375,2.056158038,0.318125254,21.6
2015-05-05 05:30:00+00,0,0.18125,1.996262269,0.326375261,21.6
2015-05-05 05:45:00+00,0,0.16875,1.936366499,0.334625268,21.6
2015-05-05 06:00:00+00,0,0.15625,1.87647073,0.342875275,21.6
2015-05-05 06:15:00+00,0,0.1625,1.793458227,0.363000291,21.575
2015-05-05 06:30:00+00,0,0.1875,1.687328992,0.395000316,21.525
2015-05-05 06:45:00+00,0,0.2125,1.581199757,0.427000342,21.475
2015-05-05 07:00:00+00,0,0.2375,1.475070522,0.459000367,21.425
2015-05-05 07:15:00+00,0,0.28125,1.377105626,0.440750353,21.35
